Sun Mar 15 06:16:03 +0000 2020	1239072850339913730	1239072850339913730	The Muadhin was right as there's a calamity, that's #CoronaOutbreak https://t.co/ywyNuIbAfF	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00e55e2b4c491c5f', 'url': 'https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json', 'place_type': 'city', 'name': 'Abuja', 'full_name': 'Abuja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]}, 'attributes': {}}	None	719934970354081792	719934970354081792	Naijaloveinfo	naijaloveinfo	Nigeria	Naijaloveinfo... Truly for everyone. Online News, Videos, Online Advert & Social Media; Phone: +2349012623404; Email: naijaloveinfo@gmail.com#Naijaloveinfo	00e55e2b4c491c5f	https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json	city	Abuja	Abuja, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 22:53:10 +0000 2020	1238961395779149825	1238961395779149825	If the entire world had isolated China and give material and financial aid to cope with this #CoronaOutbreak. The s… https://t.co/JNwEuTI64T	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00c822476a63c75b', 'url': 'https://api.twitter.com/1.1/geo/id/00c822476a63c75b.json', 'place_type': 'admin', 'name': 'Kwara', 'full_name': 'Kwara, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.728688, 7.986275], [2.728688, 10.183794], [6.216532, 10.183794], [6.216532, 7.986275]]]}, 'attributes': {}}	None	1323091795	1323091795	jemeel sanni	JemeelS	None	Economist	00c822476a63c75b	https://api.twitter.com/1.1/geo/id/00c822476a63c75b.json	admin	Kwara	Kwara, Nigeria	NG	Nigeria	NULL	Polygon	[[[2.728688, 7.986275], [2.728688, 10.183794], [6.216532, 10.183794], [6.216532, 7.986275]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 21:44:10 +0000 2020	1238944033487179777	1238944033487179777	Seria ALa LigaEPLBundesliga Ligue 1NBATennisAll suspended due to #CoronaOutbreakBetting Companies:👇 https://t.co/VyGh7VL8IL	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01eddd9d0dbec2c8', 'url': 'https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json', 'place_type': 'city', 'name': 'Ikeja', 'full_name': 'Ikeja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]}, 'attributes': {}}	None	1625310487	1625310487	Raymond●	raytedRay7	Depth of Solitude 	Jesus is coming.👌I love Arsenal. #COYG	01eddd9d0dbec2c8	https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json	city	Ikeja	Ikeja, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 19:29:31 +0000 2020	1238910147549954049	1238910147549954049	This #CoronaOutbreak #CoronaVirusUpdates has been spreading so much Negative Vibe lately! Let’s not give in to that… https://t.co/mmLATL41oZ	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '01d904b74c275f34', 'url': 'https://api.twitter.com/1.1/geo/id/01d904b74c275f34.json', 'place_type': 'admin', 'name': 'Imo', 'full_name': 'Imo, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[6.62693, 5.205007], [6.62693, 5.943184], [7.432044, 5.943184], [7.432044, 5.205007]]]}, 'attributes': {}}	None	1904011074	1904011074	Cure	FweshTe	PH....miami!/Comfort Castle!	Sexy|Model|Dancer/Singer/choreographer. Rap&patoi 'πArtist..Dealz . State Carniriv TBB Dance Instructor..PH3 On! On!	01d904b74c275f34	https://api.twitter.com/1.1/geo/id/01d904b74c275f34.json	admin	Imo	Imo, Nigeria	NG	Nigeria	NULL	Polygon	[[[6.62693, 5.205007], [6.62693, 5.943184], [7.432044, 5.943184], [7.432044, 5.205007]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 18:36:06 +0000 2020	1238896702997909505	1238896702997909505	Stay strapped Corona ain’t a joke no more#CoronaVirusUpdates #CoronaOutbreak #coronapocalypse #AMVCA2020  https://t.co/bLk00JNtUW	False	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '00817d75276a95cf', 'url': 'https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', 'place_type': 'city', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]}, 'attributes': {}}	None	2939104731	2939104731	DÉLANI	delani__	Lagos	Content Creator ✍️ || Fine ass Yoruba-Edo boy with a sprinkle of Akwa-ibom|| Real Madrid fan. Motivator || Writer || Poet || Marketer @buybata	00817d75276a95cf	https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json	city	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 18:33:58 +0000 2020	1238896168911941635	1238896168911941635	The world will get over this #covid19 #COVID19 #CoronaOutbreak #SaturdayThoughts	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '011a942e0a0e8fb2', 'url': 'https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json', 'place_type': 'admin', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.706304, 6.370388], [2.706304, 6.698546], [4.350022, 6.698546], [4.350022, 6.370388]]]}, 'attributes': {}}	None	1188114092088791040	1188114092088791040	Ollie	thequietex	Constantinople	Né sans l'émotion de l'amour •l'amour est la chance • Freelance writer Chelsea fc	011a942e0a0e8fb2	https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json	admin	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[2.706304, 6.370388], [2.706304, 6.698546], [4.350022, 6.698546], [4.350022, 6.370388]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 18:31:25 +0000 2020	1238895523920252930	1238895523920252930	5. Increased risk of oral cancer6. Delayed healing process. Remember, a cigarette a day keeps the doctor in pay!… https://t.co/uyovTRP7hM	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	1238895518916513792	1238895518916513792	928285834289336320	928285834289336320	Bellevue_Dental	None	None	{'id': '00e55e2b4c491c5f', 'url': 'https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json', 'place_type': 'city', 'name': 'Abuja', 'full_name': 'Abuja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]}, 'attributes': {}}	None	928285834289336320	928285834289336320	Bellevue Dental Clinic	Bellevue_Dental	Abuja, Nigeria	BELLE VUE DENTAL CLINIC is an Abuja-based clinic providing dental care services for children and adults.	00e55e2b4c491c5f	https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json	city	Abuja	Abuja, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 18:19:32 +0000 2020	1238892536866971648	1238892536866971648	yeeeeeyeeeeeeyeeeeeeeeinside life#COVIDー19 #coronaUK #COVID19Nigeria #Covid_19PH #coronavirus… https://t.co/aMjvhKrBFL	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01db78872651e914', 'url': 'https://api.twitter.com/1.1/geo/id/01db78872651e914.json', 'place_type': 'city', 'name': 'Gaya', 'full_name': 'Gaya, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[8.99198, 11.851885], [8.99198, 11.870268], [9.012713, 11.870268], [9.012713, 11.851885]]]}, 'attributes': {}}	None	978947594260045824	978947594260045824	Cuga empire	cuga_empire	None	None	01db78872651e914	https://api.twitter.com/1.1/geo/id/01db78872651e914.json	city	Gaya	Gaya, Nigeria	NG	Nigeria	NULL	Polygon	[[[8.99198, 11.851885], [8.99198, 11.870268], [9.012713, 11.870268], [9.012713, 11.851885]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 17:49:39 +0000 2020	1238885014504382464	1238885014504382464	Could #coronavirus be the weapon of mass destruction?? 😥😥😥😥😥#coronavirus #CoronaOutbreak	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '07d9ceb85f081001', 'url': 'https://api.twitter.com/1.1/geo/id/07d9ceb85f081001.json', 'place_type': 'poi', 'name': 'Some old joint', 'full_name': 'Some old joint', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[5.623918, 6.303352], [5.623918, 6.303352], [5.623918, 6.303352], [5.623918, 6.303352]]]}, 'attributes': {}}	None	1191846546972856320	1191846546972856320	Femzy02	Femzy022	None	None	07d9ceb85f081001	https://api.twitter.com/1.1/geo/id/07d9ceb85f081001.json	poi	Some old joint	Some old joint	NG	Nigeria	NULL	Polygon	[[[5.623918, 6.303352], [5.623918, 6.303352], [5.623918, 6.303352], [5.623918, 6.303352]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 17:43:35 +0000 2020	1238883486838161409	1238883486838161409	I don see Corona for my city...this evening...we dey clear oo . #CoronaOutbreak #SaturdayThoughts https://t.co/yQ5120aDzU	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00e55e2b4c491c5f', 'url': 'https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json', 'place_type': 'city', 'name': 'Abuja', 'full_name': 'Abuja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]}, 'attributes': {}}	None	2898825945	2898825945	IBRO	abbatiey2	Federal Capital Territory, Nig	None	00e55e2b4c491c5f	https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json	city	Abuja	Abuja, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 17:34:44 +0000 2020	1238881260468125696	1238881260468125696	@pmnewsnigeria After they brief @MBuhari about #CoronaOutbreak baba wont even know what it is, since 16 years of pd… https://t.co/GlaXTeC8NJ	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	1238879202566230016	1238879202566230016	126733638	126733638	pmnewsnigeria	None	None	{'id': '00817d75276a95cf', 'url': 'https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', 'place_type': 'city', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]}, 'attributes': {}}	None	1473262507	1473262507	Arc. SunnySizzle	architectsunepa	London, England	ARCHITECT/SINGLE/FARMER/BUSINESSMAN/SNAIL MERCHANT/CHELSEA FC/MUSIC LOVER/ART LOVER/PROUD AKWAIBOMITE/LAGOS BLOOD/OAU ALUMNI/GODSON/You ff. i ffb	00817d75276a95cf	https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json	city	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 17:27:16 +0000 2020	1238879383378694150	1238879383378694150	Wives/girls friends are the beneficiary of this #CoronaOutbreak imagine a weekend without EPL.	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01e272024ddb6128', 'url': 'https://api.twitter.com/1.1/geo/id/01e272024ddb6128.json', 'place_type': 'city', 'name': 'Oshogbo', 'full_name': 'Oshogbo, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[4.473474, 7.724098], [4.473474, 7.849973], [4.614324, 7.849973], [4.614324, 7.724098]]]}, 'attributes': {}}	None	308354913	308354913	TM Sanusi	elgeotaofeeq	Ilorin, Nigeria	A citizen of the Federal Republic of Nigeria. Only God knows when the last #Goodbye is	01e272024ddb6128	https://api.twitter.com/1.1/geo/id/01e272024ddb6128.json	city	Oshogbo	Oshogbo, Nigeria	NG	Nigeria	NULL	Polygon	[[[4.473474, 7.724098], [4.473474, 7.849973], [4.614324, 7.849973], [4.614324, 7.724098]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 17:16:04 +0000 2020	1238876563740950528	1238876563740950528	@SamsungMobile @NokiaMobile @AppleSupport @TecnoMobileInd @Tecnoblog @itelMobileNG @oppomobileng @oppo @OWNTV… https://t.co/GF9HTl2j4M	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	297169759	297169759	SamsungMobile	None	None	{'id': '00817d75276a95cf', 'url': 'https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', 'place_type': 'city', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]}, 'attributes': {}}	None	185568256	185568256	247 Nigeria	247nigeria	Lagos, Nigeria	24/7 Nigeria is a citizen media news and information portal reporting news on Nigeria and the rest of the world.	00817d75276a95cf	https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json	city	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 16:51:43 +0000 2020	1238870437037309953	1238870437037309953	Nigerians are just the best.#COVIDー19#CoronaOutbreak#COVID19#coronaInkenya#ebola https://t.co/d9YFA1Zh6f	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00817d75276a95cf', 'url': 'https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', 'place_type': 'city', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]}, 'attributes': {}}	None	236431418	236431418	Alamu John	JohnSeyiAlamu	Nigeria	I'm a 3D Animator, I'm  prepared to acknowledge your project and propel your business creatively.Graphics Designer | 3d Animator  |  3d Generalist.	00817d75276a95cf	https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json	city	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 16:49:07 +0000 2020	1238869781467496459	1238869781467496459	China is really making efforts to end #COVIDー19 #CoronaOutbreak https://t.co/Zi7IdFS5kG	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00611f1548c7bdef', 'url': 'https://api.twitter.com/1.1/geo/id/00611f1548c7bdef.json', 'place_type': 'city', 'name': 'Kano', 'full_name': 'Kano, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[8.447599, 11.929633], [8.447599, 12.080367], [8.607335, 12.080367], [8.607335, 11.929633]]]}, 'attributes': {}}	None	151549057	151549057	Rufai Dalhatu Bawa	RufaiDBawa	Hall of Fame	A Communication for Development and Behavioral Change Expert,  trained-trainer on Journalism and Safety in Hostile Environment, a filmmaker Born to be GREAT!!!	00611f1548c7bdef	https://api.twitter.com/1.1/geo/id/00611f1548c7bdef.json	city	Kano	Kano, Nigeria	NG	Nigeria	NULL	Polygon	[[[8.447599, 11.929633], [8.447599, 12.080367], [8.607335, 12.080367], [8.607335, 11.929633]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 16:26:41 +0000 2020	1238864135384969216	1238864135384969216	#COVIDー19 #CoronaOutbreak #SaturdayThoughts  I'm not dying from no virus, neither will you. https://t.co/3UikTG69oN	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '011a942e0a0e8fb2', 'url': 'https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json', 'place_type': 'admin', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.706304, 6.370388], [2.706304, 6.698546], [4.350022, 6.698546], [4.350022, 6.370388]]]}, 'attributes': {}}	None	1188114092088791040	1188114092088791040	Ollie	thequietex	Constantinople	Né sans l'émotion de l'amour •l'amour est la chance • Freelance writer Chelsea fc	011a942e0a0e8fb2	https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json	admin	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[2.706304, 6.370388], [2.706304, 6.698546], [4.350022, 6.698546], [4.350022, 6.370388]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 15:27:24 +0000 2020	1238849216400764931	1238849216400764931	#CoronaVirusBreathingChallenge Join by sending your video to #Julucytivi on WhatsApp 👉🏼09069773500… https://t.co/LER780lpZi	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01aca86a155c9099', 'url': 'https://api.twitter.com/1.1/geo/id/01aca86a155c9099.json', 'place_type': 'city', 'name': 'Enugu', 'full_name': 'Enugu, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.454221, 6.377634], [7.454221, 6.504863], [7.586862, 6.504863], [7.586862, 6.377634]]]}, 'attributes': {}}	None	3246118353	3246118353	JULUCY JULUCIA	julucyjulucia	Kano, Nigeria	Fitness enthusiast🏋🏼‍♀️. An Enter10na😅|full sNack🤪| holyGul🥴🤏🏼 Business minded🤭. Student📚. IG: @julucyjulucia🟢. TikTok @julucy001💃🏼	01aca86a155c9099	https://api.twitter.com/1.1/geo/id/01aca86a155c9099.json	city	Enugu	Enugu, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.454221, 6.377634], [7.454221, 6.504863], [7.586862, 6.504863], [7.586862, 6.377634]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 15:20:20 +0000 2020	1238847436719894531	1238847436719894531	#CoronaVirusBreathingChallenge Join by sending your video to #Julucytivi on WhatsApp 👉🏼09069773500… https://t.co/4lsmP0VuDV	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01aca86a155c9099', 'url': 'https://api.twitter.com/1.1/geo/id/01aca86a155c9099.json', 'place_type': 'city', 'name': 'Enugu', 'full_name': 'Enugu, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.454221, 6.377634], [7.454221, 6.504863], [7.586862, 6.504863], [7.586862, 6.377634]]]}, 'attributes': {}}	None	3246118353	3246118353	JULUCY JULUCIA	julucyjulucia	Kano, Nigeria	Fitness enthusiast🏋🏼‍♀️. An Enter10na😅|full sNack🤪| holyGul🥴🤏🏼 Business minded🤭. Student📚. IG: @julucyjulucia🟢. TikTok @julucy001💃🏼	01aca86a155c9099	https://api.twitter.com/1.1/geo/id/01aca86a155c9099.json	city	Enugu	Enugu, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.454221, 6.377634], [7.454221, 6.504863], [7.586862, 6.504863], [7.586862, 6.377634]]]	NULL	NULL	NULL	NULL	en
